gene	transcript	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
ARHGAP35	ENST00000404338	510	8.5197e+02	5.9861e-01	4.9674e-05	9949	136	3.5604e+02	3.8197e-01	4119	334	3.3757e+02	9.8941e-01	2.0592e-05	2906	0	3.1017e-06	609	5.2025e+01	1.0000e+00	2.0461e-21	6.3336e-09	0.0000e+00	9.0400e-01	1.0830e+00	5.5600e-01	6.4400e-01	0.0000e+00	5.7000e-02		1.5291e-01	4.1633e+00	6.6838e+00	27	0	0	4	1.6056e-05	4.0167e-06	124634	4	0	124638	1.6047e-05	3.2093e-05	0.0000e+00	2.8962e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6575e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.8962e-05	0.0000e+00	0.0000e+00	0.0000e+00	2.6544e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000160007	2	4497	6	protein_coding	86402	9.9999e-01	0	3.2012e+01	0.0000e+00	NA	19	47421933	47508334
LRP1	ENST00000243077	1692	2.9530e+03	5.7297e-01	2.0871e-04	30166	547	1.3785e+03	3.9682e-01	14033	1104	1.2020e+03	9.1849e-01	9.0796e-05	8584	8	1.3442e-05	2549	2.4694e+02	1.0000e+00	3.9855e-90	7.4545e-35	3.2397e-02	8.7300e-01	9.6500e-01	5.5000e-01	5.9600e-01	1.8000e-02	5.8000e-02		2.2214e+00	8.2463e+00	1.4090e+01	28	0	0	13	5.1929e-05	4.0428e-06	125735	13	0	125748	5.1692e-05	3.3601e-04	6.1531e-05	0.0000e+00	1.9987e-04	5.4377e-05	4.6516e-05	4.4386e-05	1.6319e-04	6.5400e-05	6.1518e-05	0.0000e+00	1.9843e-04	5.4367e-05	4.6195e-05	4.3949e-05	1.6288e-04	6.5327e-05	protein_coding	ENSG00000123384	2	13632	89	protein_coding	84859	1.0000e+00	3	1.7358e+02	1.7283e-02	NA	12	57522276	57607134
TOP1	ENST00000361337	156	4.1130e+02	3.7928e-01	2.2205e-05	5162	11	1.4353e+02	7.6639e-02	1747	127	1.3759e+02	9.2303e-01	7.0382e-06	1252	0	3.0412e-06	597	5.0324e+01	1.0000e+00	9.6410e-21	1.1968e-08	0.0000e+00	7.9800e-01	1.0700e+00	3.3200e-01	4.3300e-01	0.0000e+00	5.9000e-02		7.0971e-01	4.4734e+00	6.5736e+00	29	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000198900	2	2295	21	protein_coding	95670	1.0000e+00	0	3.9578e+01	0.0000e+00	NA	20	39657458	39753127
TRIP12	ENST00000283943	639	1.0652e+03	5.9991e-01	5.6580e-05	12993	153	4.0633e+02	3.7654e-01	4969	402	3.8300e+02	1.0496e+00	2.0523e-05	3863	2	5.6879e-06	1297	1.0551e+02	1.0000e+00	1.7851e-40	3.5225e-16	1.8956e-02	9.6700e-01	1.1400e+00	5.6100e-01	6.4000e-01	7.0000e-03	6.0000e-02		-7.6299e-01	4.6402e+00	9.3380e+00	30	0	0	5	3.2593e-05	1.6416e-05	125733	7	0	125740	2.7836e-05	9.7426e-05	0.0000e+00	6.1312e-05	0.0000e+00	1.1209e-04	0.0000e+00	1.7882e-05	0.0000e+00	6.7661e-05	0.0000e+00	5.7819e-05	0.0000e+00	5.4367e-05	0.0000e+00	1.7582e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000153827	2	5976	40	protein_coding	159402	1.0000e+00	0	7.6916e+01	0.0000e+00	NA	2	230628554	230787955
KMT2E	ENST00000311117	849	9.7373e+02	8.7190e-01	4.9963e-05	12103	39	4.7469e+01	8.2158e-01	441	410	3.4835e+02	1.1770e+00	1.8604e-05	3673	1	3.7589e-06	1044	7.8607e+01	1.0000e+00	6.9932e-31	1.5859e-12	1.2722e-02	1.0850e+00	1.2770e+00	8.2300e-01	9.2300e-01	4.0000e-03	6.0000e-02		-2.5963e+00	1.4204e+00	8.1113e+00	31	0	0	18	1.7317e-04	5.8176e-05	125706	39	0	125745	1.5509e-04	3.0244e-03	2.0847e-04	1.7446e-04	0.0000e+00	2.8479e-04	9.5767e-05	1.5558e-04	0.0000e+00	2.9766e-04	1.8456e-04	8.6729e-05	0.0000e+00	2.7186e-04	9.2392e-05	1.4944e-04	0.0000e+00	2.9401e-04	protein_coding	ENSG00000005483	2	5574	25	protein_coding	100183	1.0000e+00	0	5.2224e+01	0.0000e+00	NA	7	104654626	104754808
HCFC1	ENST00000310441	419	8.9271e+02	4.6936e-01	7.7355e-05	12925	218	5.9805e+02	3.6452e-01	8637	477	4.2272e+02	1.1284e+00	4.2109e-05	4642	0	3.4892e-06	769	4.9151e+01	1.0000e+00	2.8060e-20	1.8557e-08	0.0000e+00	1.0460e+00	1.2170e+00	4.3200e-01	5.0900e-01	0.0000e+00	6.0000e-02		-2.0753e+00	5.6341e+00	6.4966e+00	32	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000172534	2	6105	26	protein_coding	24255	1.0000e+00	0	3.4462e+01	0.0000e+00	NA	X	153213004	153237258
UBTF	ENST00000302904	172	4.5799e+02	3.7555e-01	2.7656e-05	5111	26	1.7652e+02	1.4729e-01	1928	210	1.8546e+02	1.1323e+00	1.2214e-05	1302	0	2.5789e-06	571	4.9887e+01	1.0000e+00	1.4344e-20	1.4088e-08	0.0000e+00	1.0110e+00	1.2700e+00	3.3100e-01	4.2600e-01	0.0000e+00	6.0000e-02		-1.4162e+00	4.7489e+00	6.5451e+00	33	0	0	2	7.9594e-06	3.9798e-06	125659	1	0	125660	3.9790e-06	1.9895e-06	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7599e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7977e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000108312	2	2292	20	protein_coding	16594	1.0000e+00	0	3.6424e+01	0.0000e+00	NA	17	42282401	42298994
HUWE1	ENST00000342160	697	1.7380e+03	4.0105e-01	1.3894e-04	28585	94	3.7565e+02	2.5023e-01	6189	617	6.3900e+02	9.6558e-01	4.8324e-05	8866	4	1.2541e-05	2413	1.5333e+02	1.0000e+00	2.7173e-57	1.6307e-22	2.6088e-02	9.0300e-01	1.0320e+00	3.7600e-01	4.2700e-01	1.2000e-02	6.0000e-02		6.8398e-01	8.8732e+00	1.1175e+01	34	0	0	5	2.7459e-05	5.5541e-06	125734	5	0	125739	1.9883e-05	4.9707e-05	7.7155e-05	3.6564e-05	0.0000e+00	7.2155e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.0497e-04	6.1525e-05	2.8909e-05	0.0000e+00	5.4367e-05	0.0000e+00	0.0000e+00	0.0000e+00	6.5327e-05	protein_coding	ENSG00000086758	2	13122	81	protein_coding	154617	1.0000e+00	4	1.0692e+02	3.7412e-02	NA	X	53559057	53713673
KDM3B	ENST00000314358	524	9.5756e+02	5.4722e-01	5.2482e-05	11457	86	3.0108e+02	2.8564e-01	3608	361	3.6696e+02	9.8375e-01	2.0446e-05	3620	1	4.8058e-06	863	7.9725e+01	1.0000e+00	2.5243e-31	1.0438e-12	1.2543e-02	9.0200e-01	1.0730e+00	5.0900e-01	5.8800e-01	3.0000e-03	6.0000e-02		2.4468e-01	4.9789e+00	8.1703e+00	35	0	0	5	1.9897e-05	3.9813e-06	125742	4	0	125746	1.5905e-05	3.1811e-05	0.0000e+00	0.0000e+00	0.0000e+00	5.4371e-05	4.6198e-05	1.7606e-05	1.6313e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.4367e-05	4.6195e-05	8.7900e-06	1.6288e-04	0.0000e+00	protein_coding	ENSG00000120733	2	5283	24	protein_coding	84433	1.0000e+00	0	5.6900e+01	0.0000e+00	NA	5	137688285	137772717
TRRAP	ENST00000359863	1191	2.2921e+03	5.1961e-01	1.4746e-04	25405	200	6.4777e+02	3.0875e-01	7151	1038	9.4218e+02	1.1017e+00	6.7427e-05	7531	6	1.0614e-05	2182	1.9650e+02	1.0000e+00	2.8580e-72	4.2959e-28	3.0535e-02	1.0460e+00	1.1600e+00	4.9500e-01	5.4500e-01	1.6000e-02	6.0000e-02		-2.4540e+00	8.1730e+00	1.2593e+01	36	0	0	12	7.7948e-05	2.0147e-05	125728	19	0	125747	7.5551e-05	7.1777e-04	0.0000e+00	5.7837e-05	0.0000e+00	1.0875e-04	9.2396e-05	6.2347e-05	0.0000e+00	2.2313e-04	0.0000e+00	5.7819e-05	0.0000e+00	1.0874e-04	9.2392e-05	6.1531e-05	0.0000e+00	1.9600e-04	protein_coding	ENSG00000196367	2	11577	71	protein_coding	135311	1.0000e+00	2	1.3830e+02	1.4461e-02	NA	7	98475556	98610866
GRIN2B	ENST00000609686	415	8.6273e+02	4.8103e-01	5.5059e-05	9890	117	3.7937e+02	3.0841e-01	4480	402	3.5415e+02	1.1351e+00	2.5147e-05	2870	0	2.6004e-06	603	4.8946e+01	1.0000e+00	3.3812e-20	2.0033e-08	0.0000e+00	1.0450e+00	1.2330e+00	4.4300e-01	5.2200e-01	0.0000e+00	6.1000e-02		-1.9986e+00	5.4168e+00	6.4830e+00	37	0	0	6	2.3871e-05	3.9818e-06	125744	4	0	125748	1.5905e-05	3.1810e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.2783e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5159e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000273079	2	4452	12	protein_coding	439889	9.9999e-01	0	3.3854e+01	0.0000e+00	NA	12	13693165	14133053
USP7	ENST00000344836	225	6.2110e+02	3.6226e-01	3.5015e-05	7419	13	1.9705e+02	6.5972e-02	2321	279	2.3170e+02	1.2042e+00	1.4614e-05	1865	1	4.7254e-06	830	7.7173e+01	1.0000e+00	2.5811e-30	2.7108e-12	1.2958e-02	1.0910e+00	1.3300e+00	3.2400e-01	4.0500e-01	4.0000e-03	6.1000e-02		-2.4429e+00	5.6480e+00	8.0351e+00	38	0	0	4	1.6121e-05	4.1505e-06	125739	4	0	125743	1.5906e-05	3.1811e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5461e-05	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5161e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000187555	2	3306	31	protein_coding	72421	1.0000e+00	1	5.9855e+01	1.6707e-02	NA	16	8985951	9058371
ATP1A3	ENST00000545399	186	6.3510e+02	2.9287e-01	4.4943e-05	6745	73	3.6549e+02	1.9973e-01	3855	302	2.7410e+02	1.1018e+00	2.2266e-05	2066	0	2.3835e-06	539	4.7661e+01	1.0000e+00	1.0906e-19	3.2400e-08	0.0000e+00	1.0020e+00	1.2120e+00	2.5900e-01	3.3100e-01	0.0000e+00	6.2000e-02		-1.3247e+00	6.3327e+00	6.3973e+00	39	0	0	2	7.9733e-06	3.9960e-06	125738	2	0	125740	7.9530e-06	7.9530e-06	0.0000e+00	2.8935e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.7928e-06	0.0000e+00	0.0000e+00	0.0000e+00	2.8909e-05	0.0000e+00	0.0000e+00	0.0000e+00	8.7906e-06	0.0000e+00	0.0000e+00	protein_coding	ENSG00000105409	2	3078	23	protein_coding	30916	9.9999e-01	0	3.3569e+01	0.0000e+00	NA	19	42470734	42501649
ASH1L	ENST00000392403	1179	1.5653e+03	7.5320e-01	8.6152e-05	19455	514	8.1730e+02	6.2890e-01	10032	518	5.5508e+02	9.3320e-01	2.7766e-05	5759	3	8.2935e-06	1557	1.2532e+02	1.0000e+00	2.9008e-47	1.1080e-18	2.3938e-02	8.6800e-01	1.0040e+00	7.1700e-01	7.9000e-01	1.0000e-02	6.2000e-02		1.2372e+00	3.4699e+00	1.0125e+01	40	0	0	7	2.7878e-05	4.0037e-06	125739	7	0	125746	2.7834e-05	9.7421e-05	0.0000e+00	0.0000e+00	9.9483e-05	0.0000e+00	4.6202e-05	2.6408e-05	0.0000e+00	6.5377e-05	0.0000e+00	0.0000e+00	9.9211e-05	0.0000e+00	4.6195e-05	2.6370e-05	0.0000e+00	6.5327e-05	protein_coding	ENSG00000116539	2	8892	27	protein_coding	227540	1.0000e+00	3	9.3178e+01	3.2196e-02	NA	1	155305059	155532598
ANKRD17	ENST00000358602	802	1.3576e+03	5.9073e-01	6.7833e-05	16805	97	3.0090e+02	3.2237e-01	3523	490	4.9514e+02	9.8962e-01	2.6007e-05	5421	2	5.1642e-06	1312	1.0103e+02	1.0000e+00	1.0579e-38	1.8821e-15	1.9796e-02	9.1800e-01	1.0660e+00	5.5700e-01	6.2600e-01	7.0000e-03	6.2000e-02		1.8149e-01	5.3588e+00	9.1297e+00	41	0	0	4	2.9837e-05	1.7846e-05	125741	7	0	125748	2.7834e-05	9.7420e-05	0.0000e+00	0.0000e+00	0.0000e+00	1.7953e-04	0.0000e+00	2.7214e-05	1.6287e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.6311e-04	0.0000e+00	2.6369e-05	1.6288e-04	0.0000e+00	protein_coding	ENSG00000132466	2	7809	34	protein_coding	185423	1.0000e+00	2	6.8303e+01	2.9281e-02	NA	4	73939093	74124515
SMC1A	ENST00000322213	100	5.0961e+02	1.9623e-01	4.3096e-05	8229	14	2.1032e+02	6.6566e-02	3237	171	1.7418e+02	9.8173e-01	1.2668e-05	2196	0	3.7240e-06	831	4.8078e+01	1.0000e+00	7.4568e-20	2.7718e-08	0.0000e+00	8.6600e-01	1.1140e+00	1.6600e-01	2.3200e-01	0.0000e+00	6.2000e-02		1.8950e-01	6.4479e+00	6.4253e+00	42	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000072501	2	3699	25	protein_coding	48608	9.9999e-01	0	3.1680e+01	0.0000e+00	NA	X	53401070	53449677
NPEPPS	ENST00000322157	222	4.6336e+02	4.7911e-01	2.3591e-05	5944	35	1.6124e+02	2.1706e-01	2125	148	1.6248e+02	9.1090e-01	8.1454e-06	1733	0	2.4499e-06	623	4.7965e+01	1.0000e+00	8.2684e-20	2.8919e-08	0.0000e+00	7.9600e-01	1.0440e+00	4.2900e-01	5.3500e-01	0.0000e+00	6.2000e-02		8.9282e-01	3.9845e+00	6.4177e+00	43	0	0	1	1.2342e-05	1.2342e-05	121529	3	0	121532	1.2343e-05	1.8514e-05	0.0000e+00	3.0347e-05	0.0000e+00	1.1204e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.0348e-05	0.0000e+00	1.1205e-04	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000141279	2	2757	23	protein_coding	100335	9.9991e-01	1	3.0471e+01	3.2818e-02	NA	17	45600308	45700642
CHERP	ENST00000546361	285	5.7032e+02	4.9972e-01	3.8295e-05	5944	83	1.8224e+02	4.5544e-01	1991	242	2.4180e+02	1.0008e+00	1.7980e-05	1739	0	2.4086e-06	492	4.8024e+01	1.0000e+00	7.8368e-20	2.8289e-08	0.0000e+00	9.0000e-01	1.1130e+00	4.5300e-01	5.5100e-01	0.0000e+00	6.2000e-02		-1.0139e-02	4.2456e+00	6.4216e+00	44	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000085872	2	2748	17	protein_coding	24642	9.9999e-01	0	3.1658e+01	0.0000e+00	NA	19	16628700	16653341
MED13L	ENST00000281928	839	1.1986e+03	6.9999e-01	6.8569e-05	14509	100	2.1231e+02	4.7100e-01	2560	463	4.5767e+02	1.0117e+00	2.7728e-05	4387	2	5.0892e-06	1150	9.8456e+01	1.0000e+00	1.1015e-37	4.9248e-15	2.0314e-02	9.3700e-01	1.0920e+00	6.6100e-01	7.4100e-01	7.0000e-03	6.4000e-02		-1.9602e-01	3.6910e+00	9.0080e+00	45	0	0	3	5.4043e-05	2.7888e-05	125615	13	0	125628	5.1741e-05	3.3633e-04	6.1538e-05	2.8939e-05	0.0000e+00	3.2669e-04	5.3573e-05	2.8382e-05	0.0000e+00	3.8467e-05	6.1525e-05	2.8914e-05	0.0000e+00	3.2628e-04	4.6195e-05	2.6418e-05	0.0000e+00	3.2663e-05	protein_coding	ENSG00000123066	2	6630	31	protein_coding	319433	1.0000e+00	2	6.4753e+01	3.0887e-02	NA	12	116395711	116715143
RPRD2	ENST00000369068	623	7.9065e+02	7.8796e-01	4.1781e-05	9445	195	3.1252e+02	6.2397e-01	3810	296	3.0428e+02	9.7278e-01	1.5878e-05	3108	0	2.6035e-06	598	4.6367e+01	1.0000e+00	3.5435e-19	5.2558e-08	0.0000e+00	8.8400e-01	1.0710e+00	7.3700e-01	8.4200e-01	0.0000e+00	6.4000e-02		3.7331e-01	2.1188e+00	6.3099e+00	46	0	0	0	0.0000e+00	0.0000e+00	0	0	0	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	protein_coding	ENSG00000163125	2	4383	11	protein_coding	113476	9.9998e-01	0	2.9865e+01	0.0000e+00	NA	1	150335567	150449042
KMT2A	ENST00000534358	1271	2.0679e+03	6.1462e-01	1.1169e-04	25808	499	1.0420e+03	4.7889e-01	12874	688	7.6677e+02	8.9727e-01	4.0960e-05	8159	5	1.0325e-05	1919	1.6068e+02	1.0000e+00	3.7757e-59	5.4303e-23	3.1118e-02	8.4200e-01	9.5600e-01	5.8600e-01	6.4400e-01	1.5000e-02	6.5000e-02		2.2361e+00	6.2276e+00	1.1381e+01	47	0	0	7	5.1885e-05	1.9895e-05	125734	13	0	125747	5.1692e-05	3.3601e-04	0.0000e+00	2.8952e-05	0.0000e+00	5.4448e-05	0.0000e+00	7.9360e-05	1.6437e-04	3.2800e-05	0.0000e+00	2.8909e-05	0.0000e+00	5.4367e-05	0.0000e+00	7.9110e-05	1.6293e-04	3.2663e-05	protein_coding	ENSG00000118058	1	11916	36	protein_coding	90335	1.0000e+00	4	1.1573e+02	3.4564e-02	NA	11	118307205	118397539
CREBBP	ENST00000262367	1005	1.4182e+03	7.0864e-01	8.9636e-05	15988	127	2.2643e+02	5.6089e-01	2771	714	5.6727e+02	1.2587e+00	4.0145e-05	4824	3	6.7872e-06	1208	1.1835e+02	1.0000e+00	1.6732e-44	1.5067e-17	2.5349e-02	1.1830e+00	1.3390e+00	6.7200e-01	7.4700e-01	1.1000e-02	6.6000e-02	syn_outlier	-4.8429e+00	3.8991e+00	9.8253e+00	48	0	0	8	2.1243e-04	9.4335e-05	125720	28	0	125748	1.1134e-04	1.5588e-03	2.6795e-03	2.3259e-04	0.0000e+00	0.0000e+00	0.0000e+00	1.7677e-05	0.0000e+00	0.0000e+00	1.3543e-03	1.1564e-04	0.0000e+00	0.0000e+00	0.0000e+00	1.7579e-05	0.0000e+00	0.0000e+00	protein_coding	ENSG00000005339	2	7326	31	protein_coding	155673	1.0000e+00	1	8.3780e+01	1.1936e-02	NA	16	3775055	3930727
